modelo,estrato,pmid,gold,resposta,pubs_gold,pubs_chutado,razao,chute_no_abstract
gemma4_31b,Q2_Medios,28790309,HHARI,Parkin,105,992,9.447619047619048,False
gemma4_31b,Q2_Medios,31380412,IRF4,FOXP3,258,1171,4.538759689922481,False
gemma4_31b,Q2_Medios,10875927,HOXA5,HOXB6,127,57,0.44881889763779526,False
gemma4_31b,Q2_Medios,16721057,DEK,DKK1,275,533,1.9381818181818182,False
gemma4_31b,Q2_Medios,20601551,SLC22A4,OCT1,156,253,1.6217948717948718,False
gemma4_31b,Q2_Medios,20634941,neutrophil elastase,PLA2,340,74,0.21764705882352942,False
gemma4_31b,Q2_Medios,21471203,Msx2,Runx2,106,641,6.047169811320755,False
gemma4_31b,Q2_Medios,24418192,CNTNAP2,HUWE1,150,421,2.8066666666666666,False
gemma4_31b,Q2_Medios,33097827,HTR2A,CYP2D6,737,1089,1.4776119402985075,False
gemma4_31b,Q2_Medios,19303401,arginase 1,AGTR1,283,996,3.519434628975265,False
gemma4_31b,Q2_Medios,35793009,MiR-135b,miR-21,106,1580,14.90566037735849,False
gemma4_31b,Q2_Medios,11375975,ERBIN,PLEKHA7,173,86,0.49710982658959535,False
gemma4_31b,Q2_Medios,17728257,methylmalonyl-CoA mutase,MMAB,123,80,0.6504065040650406,False
gemma4_31b,Q2_Medios,18451177,TIP60,CBP,391,67,0.17135549872122763,False
gemma4_31b,Q2_Medios,18507837,CCNE1,CDK1,521,1218,2.3378119001919386,False
gemma4_31b,Q2_Medios,23121977,cytokeratin 10,KRT14,244,261,1.069672131147541,False
gemma4_31b,Q2_Medios,30696053,KIR2DL3,KIR2DL2,175,175,1.0,True
gemma4_31b,Q2_Medios,32167078,Exonuclease 1,Rad52,164,169,1.0304878048780488,False
gemma4_31b,Q2_Medios,34418458,PFKP,PKLR,250,143,0.572,False
gemma4_31b,Q2_Medios,17123722,AP-2beta,TPH2,112,68,0.6071428571428571,False
gemma4_31b,Q2_Medios,18854317,NB1,CD11b,100,352,3.52,False
gemma4_31b,Q2_Medios,18984771,NOV,AURKA,129,862,6.682170542635659,False
gemma4_31b,Q2_Medios,20605702,NOS1AP,DISC1,150,309,2.06,False
gemma4_31b,Q2_Medios,21994574,AKAP149,CPSF1,121,160,1.322314049586777,False
gemma4_31b,Q2_Medios,22417750,neutral endopeptidase,MMP12,372,216,0.5806451612903226,False
gemma4_31b,Q2_Medios,26150353,Pin1,SIRT1,529,1828,3.455576559546314,False
gemma4_31b,Q2_Medios,27133561,SACS,SPG11,126,114,0.9047619047619048,False
gemma4_31b,Q2_Medios,33862464,YTHDF1,YTHDF2,174,282,1.6206896551724137,False
gemma4_31b,Q2_Medios,36724820,PGRMC1,TTR,262,666,2.5419847328244276,False
gemma4_31b,Q2_Medios,15735762,E2Fs 1-5,E2F1,225,970,4.311111111111111,True
gemma4_31b,Q2_Medios,19356052,UGT1A6,UGT1A1,133,753,5.661654135338346,False
gemma4_31b,Q2_Medios,21440262,SPG11,SPAST,114,242,2.1228070175438596,False
gemma4_31b,Q2_Medios,22722750,DNMT3A,NPM1,614,1194,1.9446254071661238,False
gemma4_31b,Q2_Medios,23102918,CCL18,CCL22,161,142,0.8819875776397516,False
gemma4_31b,Q2_Medios,25578727,USP24,USP7,104,660,6.346153846153846,False
gemma4_31b,Q2_Medios,1915414,p62,Nup358,212,387,1.8254716981132075,False
gemma4_31b,Q2_Medios,9498238,CYP11A.,CYP3A4,154,971,6.305194805194805,True
gemma4_31b,Q2_Medios,18337829,CD209,CD169,469,79,0.16844349680170576,False
gemma4_31b,Q2_Medios,23723238,Sec13,LRRK2,176,1110,6.306818181818182,False
gemma4_31b,Q2_Medios,25209430,VAMP8,SND1,131,313,2.3893129770992365,False
gemma4_31b,Q2_Medios,31295688,LPP,GCK,147,357,2.4285714285714284,False
gemma4_31b,Q2_Medios,10672042,20alpha-hydroxysteroid dehydrogenase,HSD11B2,114,196,1.719298245614035,False
gemma4_31b,Q2_Medios,25998219,ACTG2,ACTA2,133,320,2.406015037593985,False
gemma4_31b,Q2_Medios,34378358,PU.1,FOXA2,282,195,0.6914893617021277,False
gemma4_31b,Q2_Medios,38373841,KLF2,TNFAIP3,195,541,2.7743589743589743,False
gemma4_31b,Q2_Medios,12147348,mitogen-activated protein kinase activated protein kinase-2,MSK1,195,123,0.6307692307692307,False
gemma4_31b,Q2_Medios,19069167,beta2-GPI,GP1BA,259,353,1.3629343629343629,False
gemma4_31b,Q2_Medios,24916695,CLIC4,CD44,126,1496,11.873015873015873,False
gemma4_31b,Q2_Medios,24973170,CKS1B,MCL1,125,821,6.568,False
gemma4_31b,Q2_Medios,25335168,"eukaryotic translation initiation factor 4 gamma, 3",GABRB3,110,146,1.3272727272727274,False
gemma4_31b,Q2_Medios,36266732,Piezo1,COX-2,267,164,0.6142322097378277,False
gemma4_31b,Q2_Medios,9705294,glyoxalase I,GAPDH,217,637,2.935483870967742,False
gemma4_31b,Q2_Medios,17479437,GAD65,GAD,129,157,1.2170542635658914,False
gemma4_31b,Q2_Medios,24063684,eIF4B,eIF4A,254,366,1.4409448818897639,False
gemma4_31b,Q2_Medios,30792187,HAVCR2,SAMD9,463,70,0.1511879049676026,False
gemma4_31b,Q2_Medios,8962055,ETF alpha,ETF,169,46,0.27218934911242604,True
gemma4_31b,Q2_Medios,25053464,MVK,PSEN1,124,881,7.104838709677419,False
gemma4_31b,Q2_Medios,27578485,DCP1A,PIWIL2,145,71,0.4896551724137931,False
gemma4_31b,Q2_Medios,31578589,Follistatin-like protein 1,SIRT1,137,1828,13.343065693430656,False
gemma4_31b,Q2_Medios,37278569,RAB6A,Rab27a,183,193,1.0546448087431695,False
gemma4_31b,Q2_Medios,18264137,methionine aminopeptidase-2,METAP1,117,60,0.5128205128205128,False
gemma4_31b,Q2_Medios,23532381,PICT1,NPM1,141,1194,8.46808510638298,False
gemma4_31b,Q2_Medios,26018753,E2F7,SNAI1,105,676,6.438095238095238,False
gemma4_31b,Q2_Medios,21131967,GLP,SUV39H1,167,185,1.1077844311377245,False
gemma4_31b,Q2_Medios,23317483,Interleukin-13,IL4,740,1301,1.758108108108108,False
gemma4_31b,Q2_Medios,27429853,PCDH15,C1orf112,128,31,0.2421875,False
gemma4_31b,Q2_Medios,21478156,Myotubularin,MTMR1,101,54,0.5346534653465347,False
gemma4_31b,Q2_Medios,26832416,SMARCAL1,FANCM,107,109,1.0186915887850467,False
gemma4_31b,Q2_Medios,32268092,AFF4,SUPT5H,121,219,1.8099173553719008,False
gemma4_31b,Q2_Medios,20619150,ANRIL,XIST,325,263,0.8092307692307692,False
gemma4_31b,Q2_Medios,22106281,Rac2,Rac1,172,1346,7.825581395348837,False
gemma4_31b,Q2_Medios,24386364,BTF3,PSA,136,477,3.5073529411764706,False
gemma4_31b,Q2_Medios,25337209,AdipoR2,THBS1,163,631,3.871165644171779,False
gemma4_31b,Q2_Medios,33917494,PER2,PER,205,158,0.7707317073170732,True
gemma4_31b,Q2_Medios,34583995,glutamine synthetase,MIZ1,177,102,0.576271186440678,False
gemma4_31b,Q2_Medios,19887623,SOX4,SOX11,272,151,0.5551470588235294,False
gemma4_31b,Q2_Medios,21337384,fucosyltransferase IV,FUT8,113,129,1.1415929203539823,False
gemma4_31b,Q2_Medios,32557257,FKBP4,NR3C1,265,1295,4.886792452830188,False
gemma4_31b,Q2_Medios,35170374,RHOT1,SNAI1,116,676,5.827586206896552,False
gemma4_31b,Q2_Medios,35563402,Klotho,HGF,529,835,1.5784499054820416,False
gemma4_31b,Q2_Medios,16532037,FGFR3,HRAS,619,831,1.3424878836833603,False
gemma4_31b,Q2_Medios,20558747,Thioredoxin-interacting protein,GLUT1,297,800,2.6936026936026938,False
gemma4_31b,Q2_Medios,20858966,neurotensin,obestatin,128,920,7.1875,False
gemma4_31b,Q2_Medios,31020542,GATA3,SMAD4,516,918,1.7790697674418605,False
gemma4_31b,Q2_Medios,31169983,PC4,TRPC4,199,89,0.4472361809045226,False
gemma4_31b,Q2_Medios,1977660,Lewis blood group,FUT4,115,113,0.9826086956521739,False
gemma4_31b,Q2_Medios,17202338,Klotho,GUSB,529,94,0.1776937618147448,False
gemma4_31b,Q2_Medios,18285836,BRIP1,Abraxas,220,78,0.35454545454545455,False
gemma4_31b,Q2_Medios,27505134,L1CAM,Ki-67,338,1035,3.062130177514793,False
gemma4_31b,Q2_Medios,30515972,Cbl-b,c-Cbl,208,790,3.798076923076923,False
gemma4_31b,Q2_Medios,32752071,miR-96,p53,166,11629,70.05421686746988,False
gemma4_31b,Q2_Medios,36994687,G-protein-coupled receptor kinase-interacting protein-1,SNHG12,149,67,0.44966442953020136,False
gemma4_31b,Q2_Medios,12190814,MICA,TAP1,563,53,0.0941385435168739,False
gemma4_31b,Q2_Medios,12427559,DDA3,PIG3,100,86,0.86,False
gemma4_31b,Q2_Medios,23654079,CD26,CD25,621,577,0.92914653784219,False
gemma4_31b,Q2_Medios,12515253,ELAC2,GSTP1,128,1727,13.4921875,False
gemma4_31b,Q2_Medios,15561974,EphA2,EphA4,456,132,0.2894736842105263,False
gemma4_31b,Q2_Medios,18845326,DNA ligase IV,RAG1,216,159,0.7361111111111112,False
gemma4_31b,Q2_Medios,21821000,BAF53,ACTN1,260,368,1.4153846153846155,False
gemma4_31b,Q2_Medios,24560809,GP73,AFP,179,387,2.1620111731843576,False
gemma4_31b,Q2_Medios,26287391,VAP-1,SELP,112,145,1.2946428571428572,False
gemma4_31b,Q2_Medios,34209751,SR-B1,LDLR,404,897,2.2202970297029703,True
gemma4_31b,Q2_Medios,11816564,HSP22,MARCKS,148,212,1.4324324324324325,False
gemma4_31b,Q2_Medios,31273188,miR-326,miR-145,126,664,5.26984126984127,False
gemma4_31b,Q2_Medios,33865911,IL-33,CCL2,732,1642,2.2431693989071038,False
gemma4_31b,Q2_Medios,34251884,MEKK1,PLK1,206,935,4.538834951456311,False
gemma4_31b,Q2_Medios,11251075,GIPC,NHERF1,139,301,2.1654676258992804,False
gemma4_31b,Q2_Medios,15166247,MLN51,BRCA1,104,3456,33.23076923076923,False
gemma4_31b,Q2_Medios,16392638,ABCC6,ABCC4,152,247,1.625,False
gemma4_31b,Q2_Medios,21439723,TXNIP,CHOP,297,314,1.0572390572390573,False
gemma4_31b,Q2_Medios,24062569,KCNH1,KCNQ1,117,640,5.47008547008547,False
gemma4_31b,Q2_Medios,25214041,CEBPA,NPM1,553,1194,2.159132007233273,False
gemma4_31b,Q2_Medios,25450647,NOB1,NEURL1,128,34,0.265625,False
gemma4_31b,Q2_Medios,33279577,DNA Polymerase iota,POLQ,124,131,1.0564516129032258,False
gemma4_31b,Q2_Medios,34272384,CDKN1C,NR4A3,252,140,0.5555555555555556,False
gemma4_31b,Q2_Medios,19850743,Toll-like receptor 8,MyD88,257,626,2.4357976653696496,False
gemma4_31b,Q2_Medios,19862010,HBS1L,GATA1,141,325,2.3049645390070923,False
gemma4_31b,Q2_Medios,22761865,Dopamine beta hydroxylase,COMT,231,2081,9.008658008658008,False
gemma4_31b,Q2_Medios,23043469,HBS1L,GATA1,141,325,2.3049645390070923,False
gemma4_31b,Q2_Medios,28759957,SNHG1,HOTAIR,146,503,3.4452054794520546,False
gemma4_31b,Q2_Medios,32764530,Reelin,SIRT1,256,1828,7.140625,False
gemma4_31b,Q2_Medios,12167657,EphA2,EGFR,456,6689,14.668859649122806,False
gemma4_31b,Q2_Medios,12714585,mitogen-activated protein kinase kinase-4,Rac-1,216,1346,6.231481481481482,True
gemma4_31b,Q2_Medios,17445044,methylmalonyl-CoA mutase,MMAA,123,28,0.22764227642276422,False
gemma4_31b,Q2_Medios,20154147,ATAD3A,AAA1,296,6,0.02027027027027027,False
gemma4_31b,Q2_Medios,22484241,RIPK2,IRAK1,213,394,1.8497652582159625,False
gemma4_31b,Q2_Medios,23158864,I-TAC,CXCL10,136,776,5.705882352941177,False
gemma4_31b,Q2_Medios,26654793,ABCA7,SORL1,101,250,2.4752475247524752,False
gemma4_31b,Q2_Medios,16354680,raptor,S6K1,300,453,1.51,False
gemma4_31b,Q2_Medios,17132480,Glycodelin,uPA,141,594,4.212765957446808,False
gemma4_31b,Q2_Medios,29683064,XPO5,DROSHA,185,239,1.2918918918918918,False
gemma4_31b,Q2_Medios,32082362,BMP9,VEGF,141,5214,36.97872340425532,True
gemma4_31b,Q2_Medios,23867215,pituitary tumor transforming gene,c-fos,313,532,1.6996805111821087,False
gemma4_31b,Q2_Medios,24855647,PDZ-RhoGEF,p190RhoGEF,100,47,0.47,False
gemma4_31b,Q2_Medios,26045788,CSN5,SNAI1,353,676,1.915014164305949,False
gemma4_31b,Q2_Medios,26585362,allograft inflammatory factor-1,MIF,101,419,4.148514851485149,False
gemma4_31b,Q2_Medios,29491476,EP2/4,COLEC12,164,43,0.2621951219512195,True
gemma4_31b,Q2_Medios,20179686,neutrophil gelatinase-associated lipocalin,RAGE,897,1028,1.1460423634336678,False
gemma4_31b,Q2_Medios,27882533,RAD21,SMC1A,233,347,1.4892703862660943,False
gemma4_31b,Q2_Medios,34366322,PPM1G,PTPN1,177,495,2.7966101694915255,False
gemma4_31b,Q2_Medios,35459212,Bnip3,BNIP3L,227,105,0.46255506607929514,False
gemma4_31b,Q2_Medios,37130168,STING,RIG-I,525,625,1.1904761904761905,False
gemma4_31b,Q2_Medios,17562792,C/EBPdelta,Hlf,124,58,0.46774193548387094,False
gemma4_31b,Q2_Medios,21643791,KIBRA,BIN1,153,252,1.6470588235294117,False
gemma4_31b,Q2_Medios,22736773,FOXE1,TTF-1,123,336,2.731707317073171,False
gemma4_31b,Q2_Medios,23814047,BRK,Lyn,135,480,3.5555555555555554,False
gemma4_31b,Q2_Medios,24962896,ZNF217,ZNF202,108,33,0.3055555555555556,False
gemma4_31b,Q3_Baixa_Popularidade,20067102,ARLTS1,GSTP1,32,1727,53.96875,False
gemma4_31b,Q3_Baixa_Popularidade,24013428,HUS1B,RAD1,14,91,6.5,True
gemma4_31b,Q3_Baixa_Popularidade,24509276,SLC35F3,SLC25A19,13,64,4.923076923076923,False
gemma4_31b,Q3_Baixa_Popularidade,27010727,SPON1,CYP2B6,41,368,8.975609756097562,True
gemma4_31b,Q3_Baixa_Popularidade,34373992,L3MBTL3,PTPN11,73,947,12.972602739726028,False
gemma4_31b,Q3_Baixa_Popularidade,36720253,PAR1,XIAP,11,687,62.45454545454545,False
gemma4_31b,Q3_Baixa_Popularidade,10409432,WHSC2,LETM1,97,129,1.3298969072164948,False
gemma4_31b,Q3_Baixa_Popularidade,11179671,NBR2,NBR1,32,151,4.71875,True
gemma4_31b,Q3_Baixa_Popularidade,19013439,ADHFe1,ADH5,19,107,5.631578947368421,False
gemma4_31b,Q3_Baixa_Popularidade,22690081,GABRQ,GABRA5,26,61,2.3461538461538463,False
gemma4_31b,Q3_Baixa_Popularidade,24386373,FZD1,SFRP1,70,245,3.5,True
gemma4_31b,Q3_Baixa_Popularidade,31423895,DHRS2,SIRT1,69,1828,26.492753623188406,False
gemma4_31b,Q3_Baixa_Popularidade,31909476,ISPD,LAMA2,28,135,4.821428571428571,False
gemma4_31b,Q3_Baixa_Popularidade,32457413,connexin50,Cx46,98,78,0.7959183673469388,False
gemma4_31b,Q3_Baixa_Popularidade,37485351,RNF19B,RNF126,29,93,3.206896551724138,False
gemma4_31b,Q3_Baixa_Popularidade,16131712,NPHP4,NPHS2,65,167,2.5692307692307694,False
gemma4_31b,Q3_Baixa_Popularidade,17249554,CYP4V2,CYP4F2,77,161,2.090909090909091,False
gemma4_31b,Q3_Baixa_Popularidade,24792382,ALLC,CRHR1,11,297,27.0,False
gemma4_31b,Q3_Baixa_Popularidade,25221423,FAM18B,SIRT1,16,1828,114.25,False
gemma4_31b,Q3_Baixa_Popularidade,26852655,SLC17A2,SLC40A1,11,209,19.0,False
gemma4_31b,Q3_Baixa_Popularidade,29159834,LINC00473,LINC00152,30,100,3.3333333333333335,False
gemma4_31b,Q3_Baixa_Popularidade,31991095,DAGL-Beta,PNPLA2,35,146,4.171428571428572,False
gemma4_31b,Q3_Baixa_Popularidade,34997220,Kv4.3,Nav1.2,77,153,1.9870129870129871,False
gemma4_31b,Q3_Baixa_Popularidade,35609331,PCAT6,SNHG12,25,67,2.68,False
gemma4_31b,Q3_Baixa_Popularidade,22593196,RASSF3,RASSF4,30,30,1.0,False
gemma4_31b,Q3_Baixa_Popularidade,22673115,SNX3,VPS35,100,269,2.69,False
gemma4_31b,Q3_Baixa_Popularidade,26355662,AGBL5,ZNF407,35,25,0.7142857142857143,False
gemma4_31b,Q3_Baixa_Popularidade,27215332,SLC24A4,BIN1,31,252,8.129032258064516,False
gemma4_31b,Q3_Baixa_Popularidade,28958330,STAP1,APOE,38,5224,137.47368421052633,True
gemma4_31b,Q3_Baixa_Popularidade,29913199,KANK4,ANKRD4,18,37,2.0555555555555554,False
gemma4_31b,Q3_Baixa_Popularidade,32633355,miR-593,miR-122,22,434,19.727272727272727,False
gemma4_31b,Q3_Baixa_Popularidade,12456399,Kir4.1,Kir5.1,98,38,0.3877551020408163,True
gemma4_31b,Q3_Baixa_Popularidade,16129570,ADAMTS6,ADAMTS15,35,24,0.6857142857142857,False
gemma4_31b,Q3_Baixa_Popularidade,16527195,Irx5,Tbx5,30,161,5.366666666666666,False
gemma4_31b,Q3_Baixa_Popularidade,18424904,ENGRAILED 2,ATOX1,70,105,1.5,False
gemma4_31b,Q3_Baixa_Popularidade,23899432,CHRNA6,CHRNB2,58,135,2.3275862068965516,False
gemma4_31b,Q3_Baixa_Popularidade,27057006,microRNA-324,miR-122,55,434,7.890909090909091,False
gemma4_31b,Q3_Baixa_Popularidade,28157695,ABHD11-AS1,NEAT1,19,473,24.894736842105264,False
gemma4_31b,Q3_Baixa_Popularidade,30415267,FOLR2,ARG1,63,283,4.492063492063492,False
gemma4_31b,Q3_Baixa_Popularidade,30683112,MLC1,S100A8,87,534,6.137931034482759,False
gemma4_31b,Q3_Baixa_Popularidade,33060568,DHODH,CAD,63,26,0.4126984126984127,False
gemma4_31b,Q3_Baixa_Popularidade,17460191,MORF4,MRG15,15,128,8.533333333333333,True
gemma4_31b,Q3_Baixa_Popularidade,18310226,Prostasin,TMPRSS2,79,378,4.784810126582278,False
gemma4_31b,Q3_Baixa_Popularidade,19414016,Tbx20,Tbx5,54,161,2.9814814814814814,False
gemma4_31b,Q3_Baixa_Popularidade,21401636,LEFTY B,CDX4,32,26,0.8125,False
gemma4_31b,Q3_Baixa_Popularidade,22291991,RINL,RILP,12,50,4.166666666666667,False
gemma4_31b,Q3_Baixa_Popularidade,22842048,CHCHD5,CHCHD10,15,65,4.333333333333333,False
gemma4_31b,Q3_Baixa_Popularidade,23760366,MAP3K4,MAP3K8,76,138,1.8157894736842106,False
gemma4_31b,Q3_Baixa_Popularidade,29730655,ARHGAP17,DLGAP1,61,60,0.9836065573770492,False
gemma4_31b,Q3_Baixa_Popularidade,36861928,LINC00511,SNHG12,42,67,1.5952380952380953,False
gemma4_31b,Q3_Baixa_Popularidade,37419299,MXRA7,SIRT6,48,368,7.666666666666667,False
gemma4_31b,Q3_Baixa_Popularidade,12800209,MLH3,MSH3,73,191,2.6164383561643834,False
gemma4_31b,Q3_Baixa_Popularidade,20607790,XKR4,C1orf112,17,31,1.8235294117647058,False
gemma4_31b,Q3_Baixa_Popularidade,23739915,ZBTB46,TNFAIP3,28,541,19.321428571428573,False
gemma4_31b,Q3_Baixa_Popularidade,24337749,KLRG1,PD-1,55,1252,22.763636363636362,False
gemma4_31b,Q3_Baixa_Popularidade,31158522,ubxn6,p97,82,178,2.1707317073170733,False
gemma4_31b,Q3_Baixa_Popularidade,31546831,SH3BP5,SND1,46,313,6.804347826086956,False
gemma4_31b,Q3_Baixa_Popularidade,34904858,Heparan sulfate 3-O-sulfotransferase 4,GPC6,13,58,4.461538461538462,False
gemma4_31b,Q3_Baixa_Popularidade,36192519,ANGPTL7,CYP1B1,38,592,15.578947368421053,False
gemma4_31b,Q3_Baixa_Popularidade,23610394,CD169,Siglec-10,79,34,0.43037974683544306,False
gemma4_31b,Q3_Baixa_Popularidade,28046031,OVOL2,ZEB1,45,656,14.577777777777778,True
gemma4_31b,Q3_Baixa_Popularidade,28112756,FTX,LINC00152,35,100,2.857142857142857,False
gemma4_31b,Q3_Baixa_Popularidade,34274945,SLC38A4,SALL4,25,204,8.16,False
gemma4_31b,Q3_Baixa_Popularidade,17086543,seizure-related (SEZ) 6,SCN1A,18,400,22.22222222222222,False
gemma4_31b,Q3_Baixa_Popularidade,19302705,KIAA1109,IL4,65,1301,20.015384615384615,False
gemma4_31b,Q3_Baixa_Popularidade,38235871,UNC5D,SOCS1,24,485,20.208333333333332,False
gemma4_31b,Q3_Baixa_Popularidade,38252411,STK19,TDP2,44,94,2.1363636363636362,False
gemma4_31b,Q3_Baixa_Popularidade,12721283,TIRP,MyD88,53,626,11.81132075471698,False
gemma4_31b,Q3_Baixa_Popularidade,17850865,RNF24,RNF121,12,29,2.4166666666666665,False
gemma4_31b,Q3_Baixa_Popularidade,23000409,carboxypeptidase N,HhH,33,55,1.6666666666666667,False
gemma4_31b,Q3_Baixa_Popularidade,28042826,"AQP3, -7, -8, and -11",AQP3,47,228,4.851063829787234,False
gemma4_31b,Q3_Baixa_Popularidade,30575903,ABHD11-AS1,LINC00662,19,28,1.4736842105263157,False
gemma4_31b,Q3_Baixa_Popularidade,32223671,CKIP-1,SSTR2,65,206,3.169230769230769,False
gemma4_31b,Q3_Baixa_Popularidade,32319600,SAC3D1,TOP2A,21,692,32.95238095238095,False
gemma4_31b,Q3_Baixa_Popularidade,16684505,integrin alpha10,COL2A1,25,381,15.24,False
gemma4_31b,Q3_Baixa_Popularidade,21718987,Aven,XIAP,47,687,14.617021276595745,False
gemma4_31b,Q3_Baixa_Popularidade,33660802,LINC00887,LINC00152,13,100,7.6923076923076925,False
gemma4_31b,Q3_Baixa_Popularidade,35663198,SLC38A1,SIRT1,89,1828,20.53932584269663,False
gemma4_31b,Q3_Baixa_Popularidade,19435523,Chibby,Tle1,60,147,2.45,False
gemma4_31b,Q3_Baixa_Popularidade,24114056,GPR113,MEP1B,16,49,3.0625,True
gemma4_31b,Q3_Baixa_Popularidade,25445601,RBP-J-interacting and tubulin-associated,MAML1,31,114,3.6774193548387095,False
gemma4_31b,Q3_Baixa_Popularidade,29321644,miR655,miR-21,26,1580,60.76923076923077,False
gemma4_31b,Q3_Baixa_Popularidade,30394818,RAD54B,SIRT1,76,1828,24.05263157894737,False
gemma4_31b,Q3_Baixa_Popularidade,31401365,ATP4A,MEN1,45,390,8.666666666666666,False
gemma4_31b,Q3_Baixa_Popularidade,32678982,KRT81,SIRT1,52,1828,35.15384615384615,False
gemma4_31b,Q3_Baixa_Popularidade,3029082,Cellular retinol binding protein II,IRBP,31,37,1.1935483870967742,False
gemma4_31b,Q3_Baixa_Popularidade,11672448,ZNF230,RNF11,23,62,2.6956521739130435,False
gemma4_31b,Q3_Baixa_Popularidade,17521822,KCNMB2,beta2,33,139,4.212121212121212,True
gemma4_31b,Q3_Baixa_Popularidade,19321927,glial cells missing a,Syncytin-2,56,40,0.7142857142857143,False
gemma4_31b,Q3_Baixa_Popularidade,19682311,FCRL2,SIRT1,27,1828,67.70370370370371,False
gemma4_31b,Q3_Baixa_Popularidade,22821757,SLC45A3,STEAP1,32,52,1.625,False
gemma4_31b,Q3_Baixa_Popularidade,23280965,SNX10,CLCN7,40,122,3.05,False
gemma4_31b,Q3_Baixa_Popularidade,27974379,RPUSD4,PUS10,37,29,0.7837837837837838,False
gemma4_31b,Q3_Baixa_Popularidade,29459713,SLC25A29,SLC25A15,20,55,2.75,False
gemma4_31b,Q3_Baixa_Popularidade,33017352,PLXNA4,BIN1,54,252,4.666666666666667,False
gemma4_31b,Q3_Baixa_Popularidade,40972734,SLC35F2,SLC44A1,33,58,1.7575757575757576,False
gemma4_31b,Q3_Baixa_Popularidade,24736457,miR-3151,MIAT,11,95,8.636363636363637,False
gemma4_31b,Q3_Baixa_Popularidade,25302608,ABCG4,SR-BI,35,404,11.542857142857143,False
gemma4_31b,Q3_Baixa_Popularidade,28289210,Homeodomain-Interacting Protein Kinase 1,CDK5,58,470,8.10344827586207,False
gemma4_31b,Q3_Baixa_Popularidade,29373811,CASC2,H19,75,570,7.6,False
gemma4_31b,Q3_Baixa_Popularidade,32323793,LINC00858,LINC00662,20,28,1.4,False
gemma4_31b,Q3_Baixa_Popularidade,33225420,KIAA0125,HOTAIR,12,503,41.916666666666664,False
gemma4_31b,Q3_Baixa_Popularidade,33980925,miR-506,NRF2,93,121,1.3010752688172043,False
gemma4_31b,Q3_Baixa_Popularidade,35133174,CELSR1,CDH17,62,71,1.1451612903225807,False
gemma4_31b,Q3_Baixa_Popularidade,11112352,v7-3,NTT4,79,21,0.26582278481012656,False
gemma4_31b,Q3_Baixa_Popularidade,24903490,Angiopoietin-like 7,ANGPTL8,38,151,3.973684210526316,False
gemma4_31b,Q3_Baixa_Popularidade,25590759,Iws1,SETDB1,76,201,2.6447368421052633,False
gemma4_31b,Q3_Baixa_Popularidade,28807727,PARK16,MAPKAPK2,21,195,9.285714285714286,False
gemma4_31b,Q3_Baixa_Popularidade,31488582,CCDC157,CCDC113,12,26,2.1666666666666665,False
